ID,Hakfa_FHL_Unicode,PFS_Unicode,PFS_Numeric,Hakfa_IPA,Taigi_FHL_Unicode,POJ_Unicode,Hanzi,Hakfa_HanLo,Taigi_HanLo,Hua-gi
15089,vi-liáu,vi-liáu,vi4-liau3,[ʋi˥˥] [liau˧˩],ūitio̍h,ūi-tio̍h,viliáu,為了,為tio̍h,為了
15090,vî-li̍t,vî-li̍t,vi1-lit5,[ʋi˨˦] [lit̚˥],uile̍k,ui-le̍k,vîli̍t,威力,威力,威力
15091,vi-lòi,vi-lòi,vi4-loi2,[ʋi˥˥] [loi˩˩],bīlâi,bī-lâi,vilòi,未來,未來,未來
15092,vì-lo̍k,vì-lo̍k,vi2-lok5,[ʋi˩˩] [lok̚˥],ûi lo̍k,ûi lo̍k,vì lo̍k,為樂,為樂,為樂
15093,vì-lù,vì-lù,vi2-lu2,[ʋi˩˩] [lu˩˩],ûilô͘,ûi-lô͘,vìlù,圍爐,圍爐,圍爐
15094,vi-miên,vi-miên,vi4-mien1,[ʋi˥˥] [mien˨˦],bībián,bī-bián,vimiên,未免,未免,未免
15095,vì-nàn,vì-nàn,vi2-nan2,[ʋi˩˩] [nan˩˩],ûilân,ûi-lân,vìnàn,為難,為難,為難
15096,vi-nen,vi-nen,vi4-nen4,[ʋi˥˥] [nen˥˥],chhī leng,chhī leng,vi nen,餵乳,飼奶,餵奶
15097,vi-ǹg-é,vi-ǹg-é,vi4-ng2-e3,[ʋi˥˥] [ŋ˩˩] [e˧˩],chhī hî'á,chhī hî-á,vi ǹg'é,餵魚é,飼魚á,餵魚
15098,vî-ngì,vî-ngì,vi1-ngi2,[ʋi˨˦] [ɲi˩˩],uigî,ui-gî,vîngì,威儀,威儀,威儀
15099,vì-ngia̍k,vì-ngia̍k,vi2-ngiak5,[ʋi˩˩] [ɲiak̚˥],ûige̍k,ûi-ge̍k,vìngia̍k,違逆,違逆,違逆
15100,kiú-vì,kiú-vì,kiu3-vi2,[kiu˧˩] [ʋi˩˩],kiúûi,kiú-ûi,kiúvì,久違,久違,好久不見
15101,vî-ngiàm,vî-ngiàm,vi1-ngiam2,[ʋi˨˦] [ɲiam˩˩],uigiâm,ui-giâm,vîngiàm,威嚴,威嚴,威嚴
15102,vì-ngìn,vì-ngìn,vi2-ngin2,[ʋi˩˩] [ɲin˩˩],chòlâng,chò-lâng,vìngìn,為人,做人,為人
15103,vi-ôn-fu,vi-ôn-fu,vi4-on1-fu4,[ʋi˥˥] [on˨˦] [fu˥˥],ūian hū,ū-ian hū,viôn fu,慰安婦,慰安婦,慰安婦
15104,vi-páu,vi-páu,vi4-pau3,[ʋi˥˥] [pau˧˩],chhī pá,chhī pá,vi páu,餵飽,飼飽,餵飽
15105,vî-phai,vî-phai,vi1-phai4,[ʋi˨˦] [pʰai˥˥],úiphài,úi-phài,vîphai,委派,委派,委派
15106,vi-pîn,vi-pîn,vi4-pin1,[ʋi˥˥] [pin˨˦],ōepeng,ōe-peng,vipîn,衛兵,衛兵,衛兵
15107,vi-pîn-yéng,vi-pîn-yéng,vi4-pin1-yeng3,[ʋi˥˥] [pin˨˦] [ieŋ˧˩],ōepeng iâⁿ,ōe-peng iâⁿ,vipîn yéng,衛兵營,衛兵營,衛兵營
15108,vì-poi,vì-poi,vi2-poi4,[ʋi˩˩] [poi˥˥],ûipōe,ûi-pōe,vìpoi,違背,違背,違背
15109,vì-kûi,vì-kûi,vi2-kui1,[ʋi˩˩] [kui˨˦],ûikui,ûi-kui,vìkûi,違規,違規,違規
15110,vì-san,vì-san,vi2-san4,[ʋi˩˩] [san˥˥],ûi siān,ûi siān,vì san,為善,為善,為善
15111,vì-sán,vì-sán,vi2-san3,[ʋi˩˩] [san˧˩],ûisán,ûi-sán,vìsán,遺產,遺產,遺產
15112,vì-sàng,vì-sàng,vi2-sang2,[ʋi˩˩] [saŋ˩˩],ûi siâⁿ,ûi siâⁿ,vì sàng,圍城,圍城,圍城
15113,vi-sên,vi-sên,vi4-sen1,[ʋi˥˥] [sen˨˦],ōeseng,ōe-seng,visên,衛生,衛生,衛生
15114,vi-sên-chṳ́,vi-sên-chṳ́,vi4-sen1-chii3,[ʋi˥˥] [sen˨˦] [tsɨ˧˩],ōeseng chóa,ōe-seng chóa,visênchṳ́,衛生紙,衛生紙,衛生紙
15115,vi-sên-só,vi-sên-só,vi4-sen1-so3,[ʋi˥˥] [sen˨˦] [so˧˩],ōeseng só͘,ōe-seng só͘,visên só,衛生所,衛生所,衛生所
15116,vì-siòng,vì-siòng,vi2-siong2,[ʋi˩˩] [ɕioŋ˩˩],ûichhiûⁿ,ûi-chhiûⁿ,vìsiòng,圍牆,圍牆,圍牆
15117,vi-siû,vi-siû,vi4-siu1,[ʋi˥˥] [ɕiu˨˦],kiaⁿkiànsiàu,kiaⁿ-kiàn-siàu,visiû,畏羞,驚見笑,怕羞
15118,vi-só,vi-só,vi4-so3,[ʋi˥˥] [so˧˩],ūitì,ūi-tì,visó,位所,位置,位置
15119,vì-sṳn,vì-sṳn,vi2-siin4,[ʋi˩˩] [sɨn˥˥],ûi sèng,ûi sèng,vì sṳn,為聖,為聖,為聖
15120,vì-sṳ̂n-khiùn,vì-sṳ̂n-khiùn,vi2-siin1-khiun2,[ʋi˩˩] [sɨn˨˦] [kʰiun˩˩],ûisukûn,ûi-su-kûn,vìsṳ̂nkhiùn,圍身裙,圍裙,圍裙
15121,vì-tén,vì-tén,vi2-ten3,[ʋi˩˩] [ten˧˩],ûi leh,ûi leh,vì tén,圍著,圍leh,圍著
15122,vi-têu,vi-têu,vi4-teu1,[ʋi˥˥] [teu˨˦],chhī kóa,chhī kóa,vi têu,餵兜,飼kóa,餵一些
15123,ví-thai,ví-thai,vi3-thai4,[ʋi˧˩] [tʰai˥˥],úitāi,úi-tāi,víthai,偉大,偉大,偉大
15124,vì-thai,vì-thai,vi2-thai4,[ʋi˩˩] [tʰai˥˥],chò tōa,chò tōa,vì thai,為大,做大,為大
15125,vì-thí,vì-thí,vi2-thi3,[ʋi˩˩] [tʰi˧˩],ûithé,ûi-thé,vìthí,遺體,遺體,遺體
15126,vî-thok,vî-thok,vi1-thok6,[ʋi˨˦] [tʰok̚˨],úithok,úi-thok,vîthok,委託,委託,委託
15127,vì-thu̍k,vì-thu̍k,vi2-thuk5,[ʋi˩˩] [tʰuk̚˥],to̍kto̍k,to̍k-to̍k,vìthu̍k,唯獨,獨獨,唯獨
15128,vi-tó,vi-tó,vi4-to3,[ʋi˥˥] [to˧˩],ūitio̍h,ūi-tio̍h,vitó,為著,為tio̍h,為了
15129,vì-vì-chhiû,vì-vì-chhiû,vi2-vi2-chhiu1,[ʋi˩˩] [ʋi˩˩] [tɕʰiu˨˦],ûiûi leh,ûi-ûi leh,vìvì chhiû,圍圍揪,圍起來,圍起來
15130,vì-yit,vì-yit,vi2-yit6,[ʋi˩˩] [it̚˨],to̍kit,to̍-kit,vìyit,惟一,獨一,惟一
15131,vì-yok,vì-yok,vi2-yok6,[ʋi˩˩] [iok̚˨],ûiiok,ûi-iok,vìyok,違約,違約,違約
15132,vi-yông,vi-yông,vi4-yong1,[ʋi˥˥] [ioŋ˨˦],iúⁿchhī,iúⁿ-chhī,viyông,餵養,養飼,餵養
15133,vì-yû,vì-yû,vi2-yu1,[ʋi˩˩] [iu˨˦],kantaⁿ ū,kan-taⁿ ū,vìyû,唯有,kantaⁿ有,唯有
15134,vò-é,vò-é,vo2-e3,[ʋo˩˩] [e˧˩],ng'á,ng-á,vò'é,禾é,秧á,秧苗
15135,vò-hà,vò-hà,vo2-ha2,[ʋo˩˩] [ha˩˩],chháume̍h,chháu-me̍h,vòhà,禾蝦,草蜢,螽斯
15136,vò-khún,vò-khún,vo2-khun3,[ʋo˩˩] [kʰun˧˩],tiūchháu khún,tiū-chháu khún,vò khún,禾捆,稻草綑,禾捆
15137,vò-kón,vò-kón,vo2-kon3,[ʋo˩˩] [kon˧˩],tiūchháu,tiū-chháu,vò kón,禾稈,稻草,禾稈
15138,vò-kuk,vò-kuk,vo2-kuk6,[ʋo˩˩] [kuk̚˨],tiūchhek,tiū-chhek,vòkuk,禾穀,稻粟,稻子
15139,vò-liàm,vò-liàm,vo2-liam2,[ʋo˩˩] [liam˩˩],liâmle̍k'á,liâm-le̍k-á,vòliàm,禾鐮,鐮le̍k'á,鐮刀
15140,vò-liàm-kiet,vò-liàm-kiet,vo2-liam2-kiet6,[ʋo˩˩] [liam˩˩] [kiet̚˨],iochhioh,io-chhioh,vòliàmkiet,禾鐮結,腰chhioh,胰臟
15141,vò-thàng,vò-thàng,vo2-thang2,[ʋo˩˩] [tʰaŋ˩˩],tiūtiâⁿ,tiū-tiâⁿ,vòthàng,禾埕,稻埕,晒穀場
15142,vò-vòng,vò-vòng,vo2-vong2,[ʋo˩˩] [ʋoŋ˩˩],tiūse̍k,tiū-se̍k,vòvòng,禾黃,稻熟,稻子成熟
15143,voi hòn mò,voi hòn mò,voi4 hon2 mo2,[ʋoi˥˥] [hon˩˩] [mo˩˩],ē koâⁿ bē,ē kôaⁿ bē,voi hòn mò,會寒無,ē寒bē,會冷嗎
15144,voi ngie̍t mò,voi ngie̍t mò,voi4 ngiet5 mo2,[ʋoi˥˥] [ɲiet̚˥] [mo˩˩],ē joa̍h bē,ē joa̍h bē,voi ngie̍t mò,會熱無,ē熱bē,會熱嗎
15145,voi-chéu,voi-chéu,voi4-cheu3,[ʋoi˥˥] [tseu˧˩],ē cháu,ē cháu,voi chéu,會走,ē走,會走
15146,voi-chho,voi-chho,voi4-chho4,[ʋoi˥˥] [tsʰo˥˥],ē chō,ē chō,voi chho,會造,ē造,會造
15147,voi-cho,voi-cho,voi4-cho4,[ʋoi˥˥] [tso˥˥],ē chò,ē chò,voi cho,會做,ē做,會做
15148,voi-chún,voi-chún,voi4-chun3,[ʋoi˥˥] [tsun˧˩],ē chún,ē chún,voi chún,會准,ē准,會准
15149,voi-fái,voi-fái,voi4-fai3,[ʋoi˥˥] [fai˧˩],ē pháiⁿ,ē pháiⁿ,voi fái,會壞,ē pháiⁿ,會壞
15150,voi-ham,voi-ham,voi4-ham4,[ʋoi˥˥] [ham˥˥],ē hoah,ē hoah,voiham,會喊,ē hoah,會喊
15151,fi-m̀-chhṳ̍t,fi-m̀-chhṳ̍t,fi4-m2-chhiit5,[fi˥˥] [m˩˩] [tsʰɨt̚˥],hōe bē ti̍t,hōe bē ti̍t,fi m̀ chhṳ̍t,會毋直,hōe bē直,賠不起、無法交代
15152,voi-hen,voi-hen,voi4-hen4,[ʋoi˥˥] [hen˥˥],ē hīn,ē hīn,voi hen,會恨,ē恨,會恨
15153,vì-hen,vì-hen,vi2-hen4,[ʋi˩˩] [hen˥˥],ûihīn,ûi-hīn,vìhen,遺恨,遺恨,遺恨
15154,voi-hi,voi-hi,voi4-hi4,[ʋoi˥˥] [hi˥˥],ē khì,ē khì,voi hi,會去,ē去,會去
15155,voi-hó,voi-hó,voi4-ho3,[ʋoi˥˥] [ho˧˩],ē hó,ē hó,voi hó,會好,ē好,會好
15156,voi-kiâng,voi-kiâng,voi4-kiang1,[ʋoi˥˥] [kiaŋ˨˦],ē kiaⁿ,ē kiaⁿ,voi kiâng,會驚,ē驚,會驚
15157,voi-kieu,voi-kieu,voi4-kieu4,[ʋoi˥˥] [kieu˥˥],ē khàu,ē khàu,voi kieu,會噭,ē 哭,會哭
15158,voi-kiu,voi-kiu,voi4-kiu4,[ʋoi˥˥] [kiu˥˥],ē kiù,ē kiù,voi kiu,會救,ē救,會救
15159,voi-kóng,voi-kóng,voi4-kong3,[ʋoi˥˥] [koŋ˧˩],ē kóng,ē kóng,voi kóng,會講,ē講,會講
15160,voi-lòi,voi-lòi,voi4-loi2,[ʋoi˥˥] [loi˩˩],ē lâi,ē lâi,voi lòi,會來,ē 來,會來
15161,voi-mò,voi-mò,voi4-mo2,[ʋoi˥˥] [mo˩˩],kám ē,kám ē,voi mò,會無,kám ē,會嗎
15162,voi-mun,voi-mun,voi4-mun4,[ʋoi˥˥] [mun˥˥],ē mn̄g,ē mn̄g,voi mun,會問,ē 問,會問
15163,voi-phà,voi-phà,voi4-pha2,[ʋoi˥˥] [pʰa˩˩],ē pê,ē pê,voi phà,會爬,ē 爬,會爬
15164,voi-pî,voi-pî,voi4-pi1,[ʋoi˥˥] [pi˨˦],ē poe,ē poe,voi pî,會飛,ē 飛,會飛
15165,voi-pien,voi-pien,voi4-pien4,[ʋoi˥˥] [pien˥˥],ē piàn,ē piàn,voi pien,會變,ē 變,會變
15166,voi-seu,voi-seu,voi4-seu4,[ʋoi˥˥] [seu˥˥],ē chhiò,ē chhiò,voi seu,會笑,ē 笑,會笑
15167,voi-sêu,voi-sêu,voi4-seu1,[ʋoi˥˥] [seu˨˦],ē sio,ē sio,voisêu,會燒,ē 燒,會燒
15168,voi-sí,voi-sí,voi4-si3,[ʋoi˥˥] [ɕi˧˩],ē sí,ē sí,voi sí,會死,ē 死,會死
15169,voi-sṳ̍t,voi-sṳ̍t,voi4-siit5,[ʋoi˥˥] [sɨt̚˥],ē chia̍h,ē chia̍h,voi sṳ̍t,會食,ē 食,會食
15170,voi-thâng,voi-thâng,voi4-thang1,[ʋoi˥˥] [tʰaŋ˨˦],ē thiaⁿ,ē thiaⁿ,voi thâng,會聽,ē聽,會聽
15171,voi-thiau,voi-thiau,voi4-thiau4,[ʋoi˥˥] [tʰiau˥˥],ē thiàu,ē thiàu,voi thiau,會跳,ē跳,會跳
15172,voi-tî,voi-tî,voi4-ti1,[ʋoi˥˥] [ti˨˦],ē chai,ē chai,voi tî,會知,ē知,會知
15173,voi-to,voi-to,voi4-to4,[ʋoi˥˥] [to˥˥],ē kàu,ē kàu,voi to,會到,ē到,會到
15174,voi-vû,voi-vû,voi4-vu1,[ʋoi˥˥] [ʋu˨˦],ē o͘,ē o͘,voi vû,會烏,ē烏,會黑
15175,voi-yû,voi-yû,voi4-yu1,[ʋoi˥˥] [iu˨˦],ē ū,ē ū,voi yû,會有,ē有,會有
15176,vo̍k-chhán,vo̍k-chhán,vok5-chhan3,[ʋok̚˥] [tsʰan˧˩],chiansî,chian-sî,vo̍kchhán,鑊鏟,煎匙,鍋鏟
15177,vo̍k-é,vo̍k-é,vok5-e3,[ʋok̚˥] [e˧˩],oe'á,oe-á,vo̍k'é,鑊é,鍋á,鍋子
15178,chiâng-khièn,chiâng-khièn,chiang1-khien2,[tɕiaŋ˨˦] [kʰien˩˩],hoahkûn,hoah-kûn,chiâng khièn,猜拳,hoah拳,猜拳
15179,vo̍k-koi,vo̍k-koi,vok5-koi4,[ʋok̚˥] [koi˥˥],oe'á kòa,oe-á kòa,vo̍kkoi,鑊蓋,鍋á蓋,鍋蓋
15180,vok-miên,vok-miên,vok6-mien1,[ʋok̚˨] [mien˨˦],hatbián,hat-bián,vokmiên,豁免,豁免,免除
15181,vok-pûn,vok-pûn,vok6-pun1,[ʋok̚˨] [pun˨˦],tàn hō͘,tàn hō͘,vok pûn,豁給,tàn hō͘,丟給
15182,vok-thet,vok-thet,vok6-thet6,[ʋok̚˨] [tʰet̚˨],tàn tiāu,tàn tiāu,vok thet,豁忒,tàn掉,丟掉
15183,vo̍k-thèu,vo̍k-thèu,vok5-theu2,[ʋok̚˥] [tʰeu˩˩],tōa oe,tōa oe,vo̍kthèu,鑊頭,大鍋,大鍋
15184,vo̍k-tú,vo̍k-tú,vok5-tu3,[ʋok̚˥] [tu˧˩],oe'á lāi,oe-á lāi,vo̍k tú,鑊肚,鍋á內,鍋內
15185,vón-chhan-é,vón-chhan-é,von3-chhan4-e3,[ʋon˧˩] [tsʰan˥˥] [e˧˩],óaⁿ tū'á,óaⁿ tū-á,vón chhan'é,碗棧é,碗櫥á,碗櫥
15186,von-chhièn,von-chhièn,von4-chhien2,[ʋon˥˥] [tɕʰien˩˩],ōaⁿ chîⁿ,ōaⁿ chîⁿ,von chhièn,換錢,換錢,換錢
15187,von-cho,von-cho,von4-cho4,[ʋon˥˥] [tso˥˥],ōaⁿ chò,ōaⁿ chò,von cho,換做,換做,換做
15188,von-chhâ,von-chhâ,von4-chha1,[ʋon˥˥] [tsʰa˨˦],ōaⁿ chhia,ōaⁿ chhia,von chhâ,換車,換車,換車
15189,von-chok,von-chok,von4-chok6,[ʋon˥˥] [tsok̚˨],ōaⁿ chhēng,ōaⁿ chhēng,von chok,換著,換穿,換穿
15190,von-fu,von-fu,von4-fu4,[ʋon˥˥] [fu˥˥],ōaⁿ khò͘,ōaⁿ khò͘,von fu,換褲,換褲子,換褲子
15191,von-hài,von-hài,von4-hai2,[ʋon˥˥] [hai˩˩],ōaⁿ ê,ōaⁿ ê,von hài,換鞋,換鞋,換鞋
15192,vón-hìn,vón-hìn,von3-hin2,[ʋon˧˩] [hin˩˩],óaⁿ hêng,óaⁿ hêng,vón hìn,碗型,碗型,碗型
15193,von-kâng,von-kâng,von4-kang1,[ʋon˥˥] [kaŋ˨˦],ōaⁿ keng,ōaⁿ keng,von kâng,換耕,換耕,換耕
15194,von-ko,von-ko,von4-ko4,[ʋon˥˥] [ko˥˥],ōaⁿ kòe,ōaⁿ kòe,von ko,換過,換過,換過
15195,von-kûng,von-kûng,von4-kung1,[ʋon˥˥] [kuŋ˨˦],ōaⁿ kang,ōaⁿ kang,von kûng,換工,幫忙,幫忙
15196,vón-kûng,vón-kûng,von3-kung1,[ʋon˧˩] [kuŋ˨˦],óaⁿkong,óaⁿ-kong,vónkûng,碗公,碗公,大碗
15197,von-mâ,von-mâ,von4-ma1,[ʋon˥˥] [ma˨˦],ōaⁿ bé,ōaⁿ bé,von mâ,換馬,換馬,換馬
15198,von-mat,von-mat,von4-mat6,[ʋon˥˥] [mat̚˨],ōaⁿ boe̍h'á,ōaⁿ boe̍h-á,von mat,換襪,換襪á,換襪子
15199,von-ngìn,von-ngìn,von4-ngin2,[ʋon˥˥] [ɲin˩˩],ōaⁿ lâng,ōaⁿ lâng,von ngìn,換人,換人,換人
15200,von-pân,von-pân,von4-pan1,[ʋon˥˥] [pan˨˦],ōaⁿ pan,ōaⁿ pan,von pân,換班,換班,換班
15201,vón-phàn,vón-phàn,von3-phan2,[ʋon˧˩] [pʰan˩˩],óaⁿpôaⁿ,óaⁿ-pôaⁿ,vónphàn,碗盤,碗盤,碗盤
15202,von-sâm,von-sâm,von4-sam1,[ʋon˥˥] [sam˨˦],ōaⁿ saⁿ,ōaⁿ saⁿ,von sâm,換衫,換衣,換衣
15203,von-sîm,von-sîm,von4-sim1,[ʋon˥˥] [ɕim˨˦],ōaⁿ sim,ōaⁿ sim,von sîm,換心,換心,換心
15204,von-sîn,von-sîn,von4-sin1,[ʋon˥˥] [ɕin˨˦],ōaⁿ sin,ōaⁿ sin,von sîn,換新,換新,換新
15205,téu-von,téu-von,teu3-von4,[teu˧˩] [ʋon˥˥],bu̍tbu̍t kauōaⁿ,bu̍t-bu̍t kau-ōaⁿ,téu von,斗煥,物物交換,物物交換
15206,von-thet,von-thet,von4-thet6,[ʋon˥˥] [tʰet̚˨],ōaⁿ tiāu,ōaⁿ tiāu,von thet,換忒,換掉,換掉
15207,von-tó,von-tó,von4-to3,[ʋon˥˥] [to˧˩],ōaⁿ tio̍h,ōaⁿ tio̍h,von tó,換到,換tio̍h,換到
15208,vón-tú,vón-tú,von3-tu3,[ʋon˧˩] [tu˧˩],óaⁿ lāi,óaⁿ lāi,vón tú,碗肚,碗內,碗內
15209,von-vi,von-vi,von4-vi4,[ʋon˥˥] [ʋi˥˥],ōaⁿ ūi,ōaⁿ ūi,von vi,換位,換位,換位
15210,vòng-chhèu,vòng-chhèu,vong2-chheu2,[ʋoŋ˩˩] [tsʰeu˩˩],ôngtiâu,ông-tiâu,vòngchhèu,王朝,王朝,王朝
15211,vòng-chhièn,vòng-chhièn,vong2-chhien2,[ʋoŋ˩˩] [tɕʰien˩˩],n̂gchôaⁿ,n̂g-chôaⁿ,vòngchhièn,黃泉,黃泉,黃泉
15212,vòng-chhîn,vòng-chhîn,vong2-chhin1,[ʋoŋ˩˩] [tɕʰin˨˦],ôngchhin,ông-chhin,vòngchhîn,王親,王親,王親
15213,vòng-chhu̍k,vòng-chhu̍k,vong2-chhuk5,[ʋoŋ˩˩] [tsʰuk̚˥],ôngcho̍k,ông-cho̍k,vòngchhu̍k,王族,王族,王族
15214,vòng-chṳ́,vòng-chṳ́,vong2-chii3,[ʋoŋ˩˩] [tsɨ˧˩],ôngchú,ông-chú,vòngchṳ́,王子,王子,王子
15215,vòng-fî,vòng-fî,vong2-fi1,[ʋoŋ˩˩] [fi˨˦],ônghui,ông-hui,vòngfî,王妃,王妃,王妃
15216,vòng-fu̍k,vòng-fu̍k,vong2-fuk5,[ʋoŋ˩˩] [fuk̚˥],ôngho̍k,ông-ho̍k,vòngfu̍k,王服,王服,王服
15217,vòng-fûng,vòng-fûng,vong2-fung1,[ʋoŋ˩˩] [fuŋ˨˦],n̂gphang,n̂g-phang,vòngfûng,黃蜂,黃蜂,黃蜂
15218,vòng-heu,vòng-heu,vong2-heu4,[ʋoŋ˩˩] [heu˥˥],ônghō͘,ông-hō͘,vòngheu,王后,王后,王后
15219,vòng-kâ,vòng-kâ,vong2-ka1,[ʋoŋ˩˩] [ka˨˦],ôngke,ông-ke,vòngkâ,王家,王家,王家
15220,vòng-khièn,vòng-khièn,vong2-khien2,[ʋoŋ˩˩] [kʰien˩˩],ôngkoân,ông-koân,vòngkhièn,王權,王權,王權
15221,vòng-khu,vòng-khu,vong2-khu4,[ʋoŋ˩˩] [kʰu˥˥],ôngkhò͘,ông-khò͘,vòngkhu,王庫,王庫,王庫
15222,vòng-kîm,vòng-kîm,vong2-kim1,[ʋoŋ˩˩] [kim˨˦],n̂gkim,n̂g-kim,vòngkîm,黃金,黃金,黃金
15223,vòng-kiûng,vòng-kiûng,vong2-kiung1,[ʋoŋ˩˩] [kiuŋ˨˦],ôngkiong,ông-kiong,vòngkiûng,王宮,王宮,王宮
15224,vòng-kôa,vòng-kôa,vong2-koa1,[ʋoŋ˩˩] [koa˨˦],n̂gkoe'á,n̂g-koe-á,vòngkôa,黃瓜（大埔）,黃瓜á,黃瓜
15225,net-kôa,net-kôa,net6-koa1,[net̚˨] [koa˨˦],sió n̂gkoe'á,sió n̂g-koe-á,net kôa,竻瓜,小黃瓜á,小黃瓜{胡瓜的一種}
15226,vòng-koet,vòng-koet,vong2-koet6,[ʋoŋ˩˩] [koet̚˨],ôngkok,ông-kok,vòngkoet,王國,王國,王國
15227,vòng-kon,vòng-kon,vong2-kon4,[ʋoŋ˩˩] [kon˥˥],ôngkoan,ông-koan,vòngkon,王冠,王冠,王冠
15228,vòng-lièn,vòng-lièn,vong2-lien2,[ʋoŋ˩˩] [lien˩˩],n̂gliân,n̂g-liân,vònglièn,黃連,黃連,黃連
15229,vòng-mà,vòng-mà,vong2-ma2,[ʋoŋ˩˩] [ma˩˩],n̂gmôa,n̂gm-ôa,vòngmà,黃麻,黃麻,黃麻
15230,vòng-mâ,vòng-mâ,vong2-ma1,[ʋoŋ˩˩] [ma˨˦],ông bé,ông bé,vòngmâ,王馬,王馬,王馬
15231,vòng-mà-kut,vòng-mà-kut,vong2-ma2-kut6,[ʋoŋ˩˩] [ma˩˩] [kut̚˨],n̂gmôa kut,n̂gm-ôa kut,vòngmà kut,黃麻骨,黃麻骨,黃麻骨
15232,vòng-mo,vòng-mo,vong2-mo4,[ʋoŋ˩˩] [mo˥˥],ông bō,ông bō,vòng mo,王帽,王帽,王帽
15233,vông-ngit,vông-ngit,vong1-ngit6,[ʋoŋ˨˦] [ɲit̚˨],óngji̍t,óng-ji̍t,vôngngit,往日,往日,往日
15234,vòng-ngiu̍k,vòng-ngiu̍k,vong2-ngiuk5,[ʋoŋ˩˩] [ɲiuk̚˥],n̂gge̍k,n̂g-ge̍k,vòngngiu̍k,黃玉,黃玉,黃玉
15235,vòng-pân-lu̍k,vòng-pân-lu̍k,vong2-pan1-luk5,[ʋoŋ˩˩] [pan˨˦] [luk̚˥],n̂gpan lo̍k,n̂g-pan lo̍k,vòngpân lu̍k,黃斑鹿,黃斑鹿,黃斑鹿
15236,vòng-phàu,vòng-phàu,vong2-phau2,[ʋoŋ˩˩] [pʰau˩˩],ôngphâu,ông-phâu,vòngphàu,王袍,王袍,王袍
15237,vòng-phiang,vòng-phiang,vong2-phiang4,[ʋoŋ˩˩] [pʰiaŋ˥˥],n̂gtáⁿ pēⁿ,n̂g-táⁿ pēⁿ,vòngphiang,黃病,黃疸病,黃疸
15238,vòng-piak-ngiu̍k,vòng-piak-ngiu̍k,vong2-piak6-ngiuk5,[ʋoŋ˩˩] [piak̚˨] [ɲiuk̚˥],n̂g phekge̍k,n̂g phek-ge̍k,vòng piakngiu̍k,黃碧玉,黃碧玉,黃碧玉
15239,vòng-sâm,vòng-sâm,vong2-sam1,[ʋoŋ˩˩] [sam˨˦],n̂g saⁿ,n̂g saⁿ,vòng sâm,黃衫,黃衫,黃衫
15240,vòng-sàng,vòng-sàng,vong2-sang2,[ʋoŋ˩˩] [saŋ˩˩],ôngsiâⁿ,ông-siâⁿ,vòngsàng,王城,王城,王城
15241,vòng-set,vòng-set,vong2-set6,[ʋoŋ˩˩] [set̚˨],n̂gsek,n̂g-sek,vòngset,黃色,黃色,黃色
15242,vong-sṳn,vong-sṳn,vong4-siin4,[ʋoŋ˥˥] [sɨn˥˥],ōngsēng,ōng-sēng,vongsṳn,旺盛,旺盛,旺盛
15243,vòng-sṳt,vòng-sṳt,vong2-siit6,[ʋoŋ˩˩] [sɨt̚˨],ôngsek,ông-sek,vòngsṳt,王室,王室,王室
15244,vòng-thèn,vòng-thèn,vong2-then2,[ʋoŋ˩˩] [tʰen˩˩],n̂gtîn,n̂g-tîn,vòngthèn,黃藤,黃藤,黃藤
15245,vòng-vi,vòng-vi,vong2-vi4,[ʋoŋ˩˩] [ʋi˥˥],ôngūi,ông-ūi,vòngvi,王位,王位,王位
15246,vòng-yà,vòng-yà,vong2-ya2,[ʋoŋ˩˩] [ia˩˩],ôngiâ,ông-iâ,vòngyà,王爺,王爺,王爺
15247,vòng-yéng-su,vòng-yéng-su,vong2-yeng3-su4,[ʋoŋ˩˩] [ieŋ˧˩] [su˥˥],n̂giûⁿ chhiū,ngiû̂ⁿ chhiū,vòngyéng su,黃楊樹,黃楊樹,黃楊樹
15248,vóng-yèn,vóng-yèn,vong3-yen2,[ʋoŋ˧˩] [ien˩˩],óngjiân,óng-jiân,vóngyèn,枉然,枉然,枉然
15249,vòng-yin,vòng-yin,vong2-yin4,[ʋoŋ˩˩] [in˥˥],ông ìn,ông ìn,vòng yin,王印,王印,王印
15250,vû-â,vû-â,vu1-a1,[ʋu˨˦] [a˨˦],o͘'a,o͘-a,vûâ,烏鴉,烏鴉,烏鴉
15251,vû-am,vû-am,vu1-am4,[ʋu˨˦] [am˥˥],o͘àm,o͘-àm,vûam,黑暗,烏暗,黑暗
15252,vû-âp-é,vû-âp-é,vu1-ap1-e3,[ʋu˨˦] [ap̚˨˦] [e˧˩],o͘ ah'á,o͘ ah-á,vû âp'é,烏鴨é,烏鴨á,黑色的鴨子
15253,vû-chhiâng,vû-chhiâng,vu1-chhiang1,[ʋu˨˦] [tɕʰiaŋ˨˦],o͘chheⁿ,o͘-chheⁿ,vûchhiâng,烏青,烏青,瘀青
15254,vú-chông,vú-chông,vu3-chong1,[ʋu˧˩] [tsoŋ˨˦],búchong,bú-chong,vúchông,武裝,武裝,武裝
15255,vù-fâ-kó,vù-fâ-kó,vu2-fa1-ko3,[ʋu˩˩] [fa˨˦] [ko˧˩],bûhoakó,bûh-oa-kó,vùfâkó,無花果,無花果,無花果
