ID,Hakfa_FHL_Unicode,Hanzi,Hakfa_HanLo,Taigi_FHL_Unicode,Taigi_HanLo,Hua-gi
10798,pún-sàng,púnsàng,本成,púnchiâⁿ,本chiâⁿ,本來
10799,pún-sin,púnsin,本性,púnsèng,本性,本性
10800,pún-sṳ,púnsṳ,本事,púnsū,本事,本事
10801,pun-sún,punsún,笨筍,hongboán,豐滿,豐腴
10802,pún-sṳ̂n,púnsṳ̂n,本身,púnsin,本身,本身
10803,pún-tán,púntán,本旦,púnlâi,本來,本來
10804,pûn-têu,pûn têu,分兜,pun kóa,分kóa,分一些
10805,pûn-thet,pûn thet,分掉,pun tiāu,分掉,分掉
10806,pún-thi,púnthi,本地,púntē,本地,本地
10807,pún-thí,púnthí,本體,púnthé,本體,本體
10808,pûn-thi,pûn thi,pûn地,pun tē,分地,分地
10809,pún-thi-fa,púnthi fa,本地話,púntē ōe,本地話,本地話
10810,pún-thú,púnthú,本土,púnthó͘,本土,本土
10811,pûn-tó,pûn tó,pûn到,pun tio̍h,pun tio̍h,分到
10812,pun-tôi,puntôi,糞堆,pùntui,糞堆,糞堆
10813,pún-vi,púnvi,本位,púnûi,本位,本位
10814,pún-ya̍p,pún ya̍p,本頁,pún ia̍h,本頁,本頁
10815,pún-yû,púnyû,本有,pún ū,本有,本有
10816,púng-chhà,púng chhà,捧茶,phâng tê,phâng茶,端茶
10817,púng-chhut,púng chhut,捧出,phâng chhut,phâng出,捧出
10818,púng-fan,púng fan,捧飯,phâng pn̄g,phâng飯,捧飯
10819,pûng-su,pûngsu,楓樹,png'áchhiū,楓樹,楓樹
10820,púng-tén,púng tén,捧著,phâng leh,phâng leh,捧著
10821,put-chai,putchai,不再,putchài,不再,不再
10822,put-chéu,put chéu,抔走,put cháu,put走,剷走
10823,put-chiuk,putchiuk,不足,putchiok,不足,不足
10824,put-chṳ́,putchṳ́,不只,putchí,不只,不只
10825,put-chún,putchún,不准,m̄ chún,m̄准,不允許
10826,put-chún,put chún,不准,put chún,不准,不准
10827,put-chṳn,put chṳn,不正,bô chiàⁿ,無正,不正
10828,put-chṳ̂n,putchṳ̂n,不貞,putcheng,不貞,不貞
10829,put-chûng,put chûng,不忠,put tiong,不忠,不忠
10830,put-fàm,putfàm,不凡,puthoân,不凡,不凡
10831,put-fap,putfap,不法,puthoat,不法,不法
10832,put-fu̍k,put fu̍k,不服,put ho̍k,不服,不服
10833,put-fûn,put fûn,不分,put hun,不分,不分
10834,put-hau,puthau,不孝,puthàu,不孝,不孝
10835,put-hen,puthen,不幸,puthēng,不幸,不幸
10836,put-khi̍p,putkhi̍p,不及,putki̍p,不及,不及
10837,put-khó,putkhó,不可,putkhó,不可,不可
10838,put-kien,putkien,不見,putkiàn,不見,不見
10839,put-ko,putko,不過,putkò,不過,不過
10840,put-kón,putkón,不管,putkoán,不管,不管
10841,put-li,putli,不利,putlī,不利,不利
10842,put-lì,putlì,不離,putlî,不離,不離
10843,put-ló,putló,不老,putló,不老,不老
10844,put-mân,putmân,不滿,putboán,不滿,不滿
10845,put-me̍t,putme̍t,不滅,putbia̍t,不滅,不滅
10846,put-mìn,putmìn,不明,putbêng,不明,不明
10847,put-mong,putmong,不忘,m̄ thang bē kìtit,m̄ thang bē記得,不忘
10848,put-ngi,putngi,不義,putgī,不義,不義
10849,put-ngien,put ngien,不願,m̄ goān,m̄願,不願
10850,put-ngiong,putngiong,不讓,m̄ niū,m̄讓,不讓
10851,put-ôn,putôn,不安,putan,不安,不安
10852,put-phi,putphi,不配,putphòe,不配,不配
10853,put-phiên,putphiên,不偏,putphian,不偏,不偏
10854,put-phìn,putphìn,不平,putpêng,不平,不平
10855,put-pí,putpí,不比,putpí,不比,不比
10856,put-pien,putpien,不變,putpiàn,不變,不變
10857,put-seu,putseu,不肖,putsiàu,不肖,不肖
10858,put-sṳ̀,putsṳ̀,不時,putsî,經常,經常
10859,put-tap-put-chhit,puttap putchhit,不褡不膝,puttap putchhit,不答不七,不三不四
10860,put-tet,puttet,不得,puttek,不得,不得
10861,put-tet-liáu,puttetliáu,不得了,puttekliáu,不得了,不得了
10862,put-tet-put,puttetput,不得不,puttekput,不得不,不得不
10863,put-thon,putthon,不斷,puttoān,不斷,不斷
10864,put-yì,put yì,不移,put î,不移,不移
10865,put-yì,putyì,不如,putjû,不如,不如
10866,put-yìn,put yìn,不仁,put jîn,不仁,不仁
10867,put-yùng,putyùng,不容,putiông,不容,不容
10868,sâ-cha-é,sâcha'é,沙蔗é,lô͘úi,蘆葦,蘆葦
10869,sa-chhôn,sa chhôn,射穿,siā chhng,射穿,射穿
10870,sâ-chhòng,sâchhòng,沙場,soatiûⁿ,沙場,沙場
10871,sa-chhui,sa chhui,赦罪,sià chōe,赦罪,免除罪罰
10872,sa-chhui,sa chhui,赦罪,sià chōe,赦罪,赦罪
10873,sa-chhui-lî,sachhui lî,赦罪禮,siàchōe lé,赦罪禮,赦罪禮
10874,sa-chhut,sachhut,射出,siāchhut,射出,射出
10875,sa-chien,sa chien,射箭,siā chìⁿ,射箭,射箭
10876,sa-chien-sú,sachiensú,射箭手,siāchìⁿ chhiú,射箭手,射箭手
10877,sà-chîn,sàchîn,蛇精,chôachiaⁿ,蛇精,蛇精
10878,sâ-chû,sâchû,沙洲,soachiu,沙洲,沙洲
10879,sâ-é,sâ'é,沙仔,soa'á,沙á,沙仔
10880,sa-fi,safi,社會,siāhōe,社會,社會
10881,sa-hâ-lòi,sa hâlòi,續下來,sòa lo̍h lâi,接下來,接下來
10882,sa-hi,sa hi,射去,siā khì,射去,射去
10883,sá-hi,sá hi,捨去,pàngsak,捨去,捨去
10884,sa-khî,sakhî,社區,siākhu,社區,社區
10885,sà-khûng,sà khûng,蛇孔,chôa khang,蛇洞,蛇洞
10886,sà-kô,sà kô,蛇哥,chôa,蛇,蛇
10887,sâ-lia̍p,sâlia̍p,沙粒,soalia̍p,沙粒,沙粒
10888,sâ-liùng,sâliùng,沙龍,soalông,沙龍,沙龍
10889,sa-lòi,sa lòi,射來,siā lâi,射來,射來
10890,sà-lùng,sà lùng,蛇窿,chôa tōng,蛇洞,蛇洞
10891,sá-m̀-tet,sá m̀tet,捨毋得,m̄ kamtit,m̄甘得,捨不得
10892,sà-mî,sà mî,蛇尾,chôa bóe,蛇尾,蛇尾
10893,sá-miang,sámiang,捨命,chhûnmiā,chhûn命,捨命
10894,sa-miên,samiên,赦免,siàbián,赦免,赦免
10895,sâ-mo̍k,sâmo̍k,沙漠,soabo̍k,沙漠,沙漠
10896,sa-ǹg,sa ǹg,射魚,siā hî,射魚,射魚
10897,sa-ngìn,sa ngìn,射人,siā lâng,射人,射人
10898,sa-ngi̍p,sa ngi̍p,射入,siā ji̍p,射入,射入
10899,sâ-phi,sâphi,沙鼻,chhàuphùi,臭屁,得意驕傲
10900,sâ-phû,sâphû,沙埔,soapo͘,沙埔,沙埔
10901,sâ-sa̍k,sâsa̍k,砂石,soachio̍h,砂石,砂石
10902,sâ-sa̍k-chhóng,sâsa̍k chhóng,砂石場,soachio̍h tiûⁿ,砂石場,砂石場
10903,sa-sí,sa sí,射死,siā sí,射死,射死
10904,sa-sông,sa sông,射傷,siā siong,射傷,射傷
10905,sá-sṳ̂n,sásṳ̂n,捨身,hiseng sèⁿmiā,hiseng sèⁿmiā,捨身
10906,sa-tén,satén,續著,jiânāu,然後,然後
10907,sa-tén,satén,續等,sòa lo̍h lâi,續落來,接著
10908,sâ-thân,sâthân,沙灘,soathan,沙灘,沙灘
10909,sá-thet,sá thet,捨掉,sià tiāu,捨掉,捨掉
10910,sa-thòn,sathòn,社團,siāthoân,社團,社團
10911,sa-tó,sa tó,射到,siā tio̍h,射tio̍h,射到
10912,sâ-tôi,sâtôi,沙堆,soatui,沙堆,沙堆
10913,sâ-tôi,sâtôi,沙堆,soatui,沙堆,沙堆
10914,sa-yo̍k-é,sa yo̍k'é,射藥é,phùn io̍h'á,噴藥,噴藥
10915,sai-châu,sai châu,曬燥,pha̍k ta,曝ta,曬乾
10916,sái-chéu,sái chéu,徙走,sóa cháu,sóa走,挪走
10917,sái-chhut,sái chhut,徙出,sóa chhut,sóa出,遷出
10918,sái-hi,sái hi,徙去,sóa khì,sóa去,遷去
10919,sái-hiong,sái hiong,徙向,sóa hiòng,sóa向,遷向
10920,sái-khôi,sái khôi,徙開,sóa khui,sóa開,挪開
10921,sai-kôn,sai kôn,曬乾,pha̍k ta,pha̍k ta,曬乾
10922,sai-kuk,sai kuk,曬榖,pha̍k chhek,pha̍k粟,曬稻穀
10923,sai-kuk,sai kuk,曬榖,pha̍k chhek,pha̍k粟,曬榖
10924,sái-lòi,sái lòi,徙來,sóa lâi,sóa來,遷來
10925,sài-lòng,sàilòng,豺狼,châilông,豺狼,豺狼
10926,sai-mióng,sai mióng,曬網,pha̍k bāng,pha̍k網,曬網
10927,sai-ngit-thèu,saingitthèu,曬日頭,pha̍k ji̍tthâu,pha̍kji̍tthâu,曬太陽
10928,sai-sông,saisông,曬傷,pha̍k siong,pha̍k傷,曬傷
10929,sái-sṳ̂n,sái sṳ̂n,徙身,sóa sin,sóa身,挪身
10930,sài-sṳ̍t,sàisṳ̍t,豺食,thamchia̍h,貪食,貪吃
10931,sái-thung,sáithung,徙動,sóatāng,sóa動,挪動
10932,sai-tó,sai tó,曬到,pha̍k tio̍h,pha̍k tio̍h,曬到
10933,sái-to,sái to,徙到,sóa kàu,sóa到,挪到
10934,sái-vi,sái vi,徙位,sóa ūi,sóa位,挪位
10935,sai-vû,sai vû,曬烏,pha̍k o͘,pha̍k烏,曬黑
10936,sái-vuk,sáivuk,徙屋,poaⁿ chhù,搬厝,搬家
10937,sái-yéng,sái yéng,徙營,sóa iâⁿ,sóa營,遷營
10938,sa̍k-chham,sa̍k chham,石鏨,chio̍h chām,石鏨,雕刻的工具
10939,sa̍k-chhiòng,sa̍kchhiòng,石牆,chio̍h chhiûⁿ,石牆,石牆
10940,sa̍k-chhòi,sa̍kchhòi,石材,chiohchâi,石材,石材
10941,sa̍k-chhû,sa̍kchhû,石柱,chio̍h thiāu,石柱,石柱
10942,sa̍k-chhû,sa̍kchhû,石柱,chio̍hthiāu,石柱,石柱
10943,sa̍k-chôn,sa̍kchôn,石磚,chio̍hchng,石磚,石磚
10944,sa̍k-é,sa̍k'é,石é,chio̍h'á,石á,石子
10945,sa̍k-fôi,sa̍kfôi,石灰,chio̍hhoe,石灰,石灰
10946,sa̍k-hâng,sa̍khâng,石坑,chio̍hkheⁿ,石坑,石坑
10947,sa̍k-hi,sa̍khi,石器,chio̍hkhì,石器,石器
10948,sa̍k-kham,sa̍kkham,石崁,chio̍hkhàm,石崁,石崁
10949,sa̍k-khong,sa̍kkhong,石礦,chio̍hkhòng,石礦,石礦
10950,sa̍k-khûng,sa̍kkhûng,石孔,chio̍hkhang,石孔,石孔
10951,sa̍k-kî,sa̍kkî,石基,chio̍hki,石基,石基
10952,sa̍k-kiok,sa̍kkiok,石腳,chio̍hkha,石腳,石腳
10953,sa̍k-kông,sa̍kkông,石缸,chio̍hkng,石缸,石缸
10954,sa̍k-kú,sa̍kkú,石牯,chio̍hthâu,石頭,石頭
10955,sa̍k-liù,sa̍kliù,石榴,se̍kliû,石榴,石榴
10956,sa̍k-liù-su,sa̍kliùsu,石榴樹,se̍kliû chhiū,石榴樹,石榴樹
10957,sa̍k-lón,sa̍klón,石卵,nn̄gchio̍h,卵石,鵝卵石
10958,sa̍k-lùng,sa̍klùng,石窿,chio̍htōng,石洞,石洞
10959,sa̍k-lùng,sa̍klùng,石窿,chio̍htōng,石洞,石窿
10960,sa̍k-mu,sa̍kmu,石墓,chio̍hbōng,石墓,石墓
10961,sa̍k-pán,sa̍kpán,石板,chio̍hpán,石板,石板
10962,Sa̍k-phài,Sa̍kphài,石牌,Chio̍hpâi,石牌,地名
10963,sa̍k-phàn,sa̍kphàn,石磐,chio̍hpôaⁿ,石磐,石磐
10964,sa̍k-phién,sa̍kphién,石片,chio̍hphìⁿ,石片,石片
10965,sa̍k-phung,sa̍k phung,石縫,chio̍h phāng,石縫,石縫
10966,sa̍k-pî,sa̍kpî,石碑,chio̍hpi,石碑,石碑
10967,sa̍k-piak,sa̍kpiak,石壁,chio̍hpiah,石壁,石壁
10968,sa̍k-sṳ,sa̍ksṳ,石柿,chio̍hkhī,石柿,石柿
10969,sa̍k-sṳ̂,sa̍ksṳ̂,石獅,chio̍hsai,石獅,石獅
10970,sa̍k-than,sa̍kthan,石炭,chio̍hthòaⁿ,石炭,石炭
10971,sa̍k-than-fó,sa̍kthan fó,石炭火,chio̍hthòaⁿ hóe,石炭火,石炭火
10972,sa̍k-thèu,sa̍kthèu,石頭,chio̍hthâu,石頭,石頭
10973,sa̍k-thèu,sa̍kthèu,石頭,chio̍hthâu,石頭,石頭
10974,sa̍k-thèu,sa̍kthèu,石頭,chio̍hthâu,石頭,石頭
10975,sa̍k-thon,sa̍kthon,石碫,chio̍hkhám,石坎,石階
10976,sa̍k-thon-é,sa̍kthon'é,石碫é,chio̍hkhám'á,石坎,石階
10977,sa̍k-tôi,sa̍k tôi,石堆,chio̍h tui,石堆,石堆
10978,sa̍k-tôi,sa̍ktôi,石堆,chio̍htui,石堆,石堆
10979,sa̍k-tûn,sa̍ktûn,石墩,chio̍htún,石礅,石製的基座
10980,sa̍k-vuk,sa̍kvuk,石屋,chio̍hchhù,石厝,石屋
10981,sa̍k-yù,sa̍kyù,石油,chio̍hiû,石油,石油
10982,sa̍k-yù,sa̍kyù,石油,chio̍hiû,石油,石油
10983,sâm-chak,sâm chak,三隻,saⁿ chiah,三隻,三隻
10984,sám-chéu,sám chéu,閃走,siám cháu,閃開,避開
10985,sám-chéu,sám chéu,閃走,siám cháu,閃走,躲開
10986,sám-chhâ,sám chhâ,閃車,siám chhia,閃車,錯開
10987,sâm-chhâ,sâmchhâ,三叉,saⁿchhe,三叉,三叉
10988,sâm-chhèn,sâmchhèn,三層,saⁿ chàn,三層,三層
10989,sâm-chhièn,sâm chhièn,三錢,saⁿ chîⁿ,三錢,三錢
10990,sâm-chhiên,sâm chhiên,三千,saⁿ chheng,三千,三千
10991,sâm-chho,sâm chho,三座,saⁿ chō,三座,三座
10992,sâm-chhôn,sâm chhôn,三餐,saⁿ tǹg,三頓,三餐
10993,sâm-chhôn,sâmchhôn,三餐,saⁿ tǹg,三餐,三餐
10994,sâm-chhù-é,sâmchhù'é,衫櫥é,saⁿ'átû,衫á櫥,衣櫥
10995,sâm-chhui,sâmchhui,三隊,saⁿ tūi,三隊,三隊
10996,sâm-chhui-é,sâmchhui'é,衫繸é,saⁿ'á ki,衫á裾,流蘇
10997,sâm-chhu̍k,sâm chhu̍k,三族,saⁿ cho̍k,三族,三族
10998,sâm-chû,sâm chû,三組,saⁿ cho͘,三組,三組
10999,sâm-chúng,sâm chúng,三種,saⁿ chióng,三種,三種
11000,sâm-fu,sâmfu,衫褲,saⁿ'ákhò͘,衫á褲,衫褲
11001,sâm-fun,sâm fun,三份,saⁿ hūn,三份,三份
11002,sâm-fûn,sâm fûn,三分,saⁿ hun,三分,三分
11003,sám-hi,sám hi,閃去,siám khì,閃去,閃去
11004,sâm-hong,sâm hong,三項,saⁿ hāng,三項,三項
11005,sâm-hòng,sâm hòng,三行,saⁿ chōa,三chōa,三行
11006,sâm-kâ,sâm kâ,三家,saⁿ ke,三家,三家
11007,sâm-ka-é,sâm ka'é,衫袈é,saⁿ kè'á,衫袈á,衣袈
11008,sâm-kâng,sâm kâng,三更,saⁿ keⁿ,三更,三更
11009,sâm-ke,sâm ke,三个,saⁿ ê,三个,三個
11010,sâm-khî,sâm khî,三區,saⁿ khu,三區,三區
11011,sâm-khien,sâm khien,三件,saⁿ kiāⁿ,三件,三件
11012,sâm-khiùn,sâm khiùn,三群,saⁿ tīn,三陣,三群
11013,sám-khôi,sám khôi,閃開,siám khui,閃開,躲開
11014,sám-khôi,sám khôi,閃開,siám khui,閃開,躲開
11015,sâm-kî,sâm kî,三支,saⁿ ki,三支,三支
11016,sâm-kiên,sâm kiên,三間,saⁿ keng,三間,三間
11017,sâm-kiûn,sâmkiûn,三軍,samkun,三軍,三軍
11018,sám-ko,sám ko,閃過,siám kòe,閃過,閃過
11019,sâm-kok,sâm kok,三角,saⁿ kak,三角,三角
11020,sâm-kok,sâmkok,衫角,saⁿ'á kak,衫á角,衫角
11021,sâm-kok-hìn,sâmkok hìn,三角形,saⁿkak hêng,三角形,三角形
11022,sám-kông,sámkông,閃光,siámkng,閃光,閃光
11023,sâm-kú,sâm kú,三股,saⁿ kó͘,三股,三股
11024,sâm-lèu,sâm lèu,三樓,saⁿ lâu,三樓,三樓
11025,sâm-liâng,sâm liâng,衫領,saⁿ'á niá,衫á領,衣領
11026,sâm-liâng,sâm liâng,衫領,saⁿ'á niá,saⁿ'á領,衣領
11027,sám-liong,sámliong,閃亮,siámliāng,閃亮,閃亮
11028,sâm-liông,sâm liông,三兩,saⁿ niú,三兩,三兩
11029,sâm-liông,sâm liông,三兩,saⁿ niú,三兩,三兩
11030,sâm-lùi,sâm lùi,三蕊,saⁿ lúi,三蕊,三朵
11031,sâm-mî,sâm mî,衫尾,saⁿ'á bóe,saⁿ'á bóe,衣服的下襬
11032,sâm-mî,sâmmî,三尾,saⁿ bóe,三尾,三尾
11033,sâm-miàng,sâm miàng,三名,saⁿ miâ,三名,三名
11034,sâm-mien,sâm mien,三面,saⁿ bīn,三面,三面
11035,Sâm-ngi,Sâmngi,三義,Samgī,三義,三義（地名）
11036,sâm-ngièn,sâm ngièn,三年,saⁿ nî,三年,三年
11037,sâm-ngie̍t,sâm ngie̍t,三月,saⁿ goe̍h,三月,三月
11038,sâm-ngìn,sâm ngìn,三人,saⁿ lâng,三人,三人
11039,sám-ngi̍p,sám ngi̍p,閃入,siám ji̍p,閃入,閃入
11040,sâm-ngit,sâm ngit,三日,saⁿ ji̍t,三日,三日
11041,sâm-pái,sâm pái,三擺,saⁿ pái,三pái,三擺
11042,sâm-pak,sâm pak,三百,saⁿ pah,三百,三百
11043,sâm-pha,sâmpha,衫帕,saⁿ'á phè,衫á帕,衣服前面的下襬
11044,sâm-phài,sâm phài,三排,saⁿ pâi,三排,三排
11045,sâm-phiên,sâm phiên,三篇,saⁿ phiⁿ,三篇,三篇
11046,sám-phit,sámphit,閃避,siámphiah,閃避,閃避
11047,sám-phit,sámphit,閃避,siámpī,閃避,閃避
11048,sám-phit,sámphit,閃避,tôphiah,躲避,躲避
11049,sâm-sà,sâm sà,三儕,saⁿ ê lâng,三个人,三儕
11050,sâm-san,sâm san,三扇,saⁿ sìⁿ,三扇,三扇
11051,sâm-se,sâm se,三歲,saⁿ hòe,三歲,三歲
11052,sâm-sîm,sâm sîm,三心,saⁿ sim,三心,三心
11053,sâm-sṳ̂,sâmsṳ̂,三思,sàmsu,三思,三思
11054,sám-sṳ̂n,sám sṳ̂n,閃身,siám sin,閃身,側身閃躲
11055,sâm-sṳ̍p,sâmsṳ̍p,三十,saⁿcha̍p,三十,三十
11056,sâm-tai,sâm tai,衫帶,saⁿ'á tòa,衫á帶,衣帶
11057,sâm-táng-hong,sâm tánghong,山頂項,soaⁿténg,山頂,山頂
11058,sám-tet-khôi,sám tet khôi,閃得開,siám ē khui,閃ē開,閃得開
11059,sâm-thai,sâm thai,三大,saⁿ tōa,三大,三大
11060,sám-thet,sám thet,閃掉,siám khì,閃去,閃掉
11061,sâm-thiàu,sâm thiàu,三條,saⁿ tiâu,三條,三條
11062,sâm-thoi,sâmthoi,衫袋,saⁿ'á tē,衫á袋,衣服的口袋
11063,sâm-thon,sâm thon,三段,saⁿ tōaⁿ,三段,三段
11064,sâm-tiám,sâm tiám,三點,saⁿ tiám,三點,三點
11065,sám-to,sám to,閃到,siám kah,閃kah,閃到
11066,sám-tó,sám tó,閃到,siám tio̍h,閃tio̍h,扭傷
11067,sám-tó,sám tó,閃著,siám tio̍h,閃tio̍h,閃到
11068,sâm-tú,sâmtú,山肚,soaⁿlāi,山內,山內
11069,sâm-tui,sâm tui,三對,saⁿ tùi,三對,三對
11070,sâm-van,sâm van,三萬,saⁿ bān,三萬,三萬
11071,sâm-vi,sâm vi,三位,saⁿ ūi,三位,三位
11072,sâm-vòng,sâmvòng,山王,soaⁿông,山王,山王
11073,sâm-ya,sâm ya,三夜,saⁿ mê,三暝,三夜
11074,sâm-yong,sâmyong,三樣,saⁿ iūⁿ,三樣,三樣
11075,sâm-yúng-sṳ,sâm yúngsṳ,三勇士,saⁿ ióngsū,三勇士,三勇士
11076,sân-âu,sâ nâu,山凹,soaⁿkok,山谷,山凹
11077,sân-chai,sânchai,山寨,soaⁿchē,山寨,山寨
11078,san-chan,san chan,善戰,siān chiàn,善戰,善戰
11079,sân-chhièn,sânchhièn,山泉,soaⁿchôaⁿ,山泉,山泉
11080,sân-chhôn,sânchhôn,山川,soaⁿchhoan,山川,山川
11081,san-chóng,sanchóng,膳長,siāntiúⁿ,膳長,膳長
11082,sân-chû,sânchû,山豬,soaⁿti,山豬,山豬
11083,sân-chṳ̂n,sânchṳ̂n,山珍,santin,山珍,山珍
11084,sân-chûng,sân chûng,山中,soaⁿ tiong,山中,山中
11085,san-fi,sanfi,散會,sòaⁿhōe,散會,散會
11086,sán-fu,sánfu,產婦,sánhū,產婦,產婦
11087,sân-fù,sânfù,珊瑚,sanô͘,珊瑚,珊瑚
11088,sân-fûng,sânfûng,山峰,soaⁿhong,山峰,山峰
11089,sân-fûng,sânfûng,山峰,soaⁿhong,山峰,山峰
11090,sân-hâ,sânhâ,山下,soaⁿkha,山kha,山下
11091,san-hàng,sanhàng,善行,siānhêng,善行,善行
11092,sân-hâng,sânhâng,山坑,soaⁿkheⁿ,山坑,山坑
11093,sân-hâng,sânhâng,山坑,soaⁿkheⁿ,山坑,山谷
11094,sán-heu,sán heu,產後,sán āu,產後,產後
11095,sân-hò,sânhò,山河,sanhô,山河,山河
11096,sân-kham,sânkham,山坎,soaⁿkhàm,山坎,山坎
11097,sán-khì,sánkhì,產期,sánkî,產期,產期
11098,sân-khî,sânkhî,山區,soaⁿkhu,山區,山區
11099,san-khôi,sankhôi,散開,sòaⁿkhui,散開,散開
11100,sân-khûng,sânkhûng,山孔,soaⁿtōng,山洞,山洞
11101,san-kî,san kî,散居,sòaⁿ ki,散居,散居
11102,sân-kia,sânkia,山崎,soaⁿkiā,山kiā,山坡
11103,sán-kiám,sánkiám,產檢,sánkiám,產檢,產檢
11104,sân-kiên,sânkiên,山間,soaⁿkan,山間,山間
11105,sân-kiéu-thai,sânkiéuthai,山狗大,tō͘tēng,tō͘tēng,蜥蜴
11106,sân-kiok,sânkiok,山腳,soaⁿkha,山kha,山腳
11107,san-kó,san kó,善果,siān kó,善果,善果
11108,sân-kô,sânkô,山歌,sanko,山歌,山歌
11109,sân-kông,sânkông,山岡,soaⁿkong,山岡,山岡
11110,sân-kuk,sânkuk,山谷,soaⁿkok,山谷,山谷
11111,sân-lak,sânlak,山壢,soaⁿkheⁿ,山坑,山坑
11112,sân-liâng,sânliâng,山嶺,soaⁿniá,山嶺,山嶺
11113,sân-lìm,sânlìm,山林,sanlîm,山林,山林
11114,san-liòng,sanliòng,善良,siānliông,善良,善良
11115,sân-lu,sânlu,山路,soaⁿlō͘,山路,山路
11116,sân-lu̍k,sânlu̍k,山鹿,soaⁿlo̍k,山鹿,山鹿
11117,sân-lùng,sânlùng,山窿,pōngkhang,pōng空,隧道
11118,sân-ma̍k,sânma̍k,山脈,soaⁿme̍h,山脈,山脈
11119,san-man,sanman,散慢,sànbān,散慢,散慢
11120,sân-nà,sânnà,山林,sanlîm,山林,山林
11121,sân-ngàm,sânngàm,山巖,soaⁿgiâm,山巖,山巖
11122,sán-ngia̍p,sánngia̍p,產業,sángia̍p,產業,產業
11123,sán-ngia̍p-soi,sánngia̍p soi,產業稅,sángia̍p sòe,產業稅,產業稅
11124,sân-ngiù,sânngiù,山牛,soaⁿgû,山牛,山牛
11125,san-ok,sanok,善惡,siānok,善惡,善惡
11126,san-ok-su,sanok su,善惡樹,siānok chhiū,善惡樹,善惡樹
11127,sân-pên,sân pên,山崩,soaⁿ pang,山崩,山崩
11128,sân-phài,sânphài,山排,soaⁿphiâⁿ,山坪,山坡
11129,sán-phín,sánphín,產品,sánphín,產品,產品
11130,sán-phò,sánphò,產婆,sánpô,產婆,產婆
11131,san-phu,sanphu,散步,sànpō͘,散步,散步
11132,sân-piak,sânpiak,山壁,soaⁿpiah,山壁,山壁
11133,san-pien,san pien,善變,siān piàn,善變,善變
11134,sân-piên,sân piên,山邊,soaⁿ piⁿ,山邊,山邊
11135,san-po,sanpo,善報,siān pò,善報,善報
11136,san-pu,sanpu,散佈,sànpò͘,散佈,散佈
11137,sân-sàng,sân sàng,山城,soaⁿ siâⁿ,山城,山城
11138,sán-sên,sánsên,產生,sánseng,產生,產生
11139,sân-song,sân song,山上,soaⁿténg,山頂,山上
11140,san-sṳ,sansṳ,善事,siānsū,善事,善事
11141,sân-súi,sânsúi,山水,sansúi,山水,山水
11142,sân-sṳ̀n,sân sṳ̀n,山神,soaⁿ sîn,山神,山神
11143,sân-táng,sântáng,山頂,soaⁿténg,山頂,山頂
11144,san-tet,san tet,善德,siān tek,善德,善德
11145,san-thai,santhai,善待,siānthāi,善待,善待
11146,san-thet,san thet,散掉,sòaⁿ tiāu,散掉,散掉
11147,sân-thèu,sânthèu,山頭,soaⁿthâu,山頭,山頭
11148,sân-thi,sânthi,山地,soaⁿtē,山地,山地
11149,san-tho,santho,善道,siāntō,善道,善道
11150,sân-thu-chhung,sânthuchhung,山杜仲,tāitenghiong,大丁香,艾納香
11151,san-thung,santhung,煽動,siàntōng,煽動,煽動
11152,sân-thung,sânthung,山洞,soaⁿtōng,山洞,山洞
11153,sân-tiâu,sântiâu,山鳥,soaⁿchiáu,山鳥,山鳥
11154,sân-tú,sân tú,山肚,soaⁿ ni̍h,山裡,山裡
11155,sán-vu̍t,sánvu̍t,產物,sánbu̍t,產物,產物
